,U239,Np239,Pu239,Pu240,Pu241,Pu242
A_0298,2.6015e-06,0.000376192,0.00374769,0.00012029,3.98928e-06,5.43156e-08
A_0299,3.45173e-06,0.000499878,0.0043274,0.000155452,5.88668e-06,9.20449e-08
A_0300,4.93329e-06,0.000714102,0.0051031,0.000246654,1.14979e-05,2.27154e-07
A_0301,4.52191e-06,0.000654687,0.0048763,0.000214338,9.46183e-06,1.75783e-07
A_0302,3.04504e-06,0.000441123,0.00407109,0.000137569,4.91976e-06,7.27047e-08
A_0303,2.25161e-06,0.000325838,0.00466258,0.000187164,7.68751e-06,1.31356e-07
A_0304,3.83813e-06,0.000555698,0.00563544,0.000246703,1.21648e-05,2.5369e-07
A_0305,2.354e-06,0.000340526,0.00568018,0.000261074,1.30604e-05,2.78869e-07
A_0306,3.95597e-06,0.000572624,0.00453992,0.000175066,6.9825e-06,1.15961e-07
A_0307,4.64036e-06,0.000671989,0.00381077,0.000127042,4.4545e-06,6.50093e-08
A_0308,3.14971e-06,0.000455724,0.00510188,0.00023574,1.07098e-05,2.04136e-07
A_0309,3.58447e-06,0.000518736,0.00540305,0.000262127,1.23938e-05,2.45224e-07
A_0310,5.08918e-06,0.000737244,0.00408924,0.000149168,5.57019e-06,8.71764e-08
A_0311,4.36772e-06,0.000632659,0.00366798,0.000121961,4.054e-06,5.56525e-08
A_0312,2.72211e-06,0.000393932,0.00482951,0.00019364,8.31364e-06,1.48993e-07
A_0313,3.63307e-06,0.000525787,0.00478547,0.000205822,8.9704e-06,1.64571e-07
A_0314,2.18483e-06,0.000316415,0.00403201,0.00013211,4.64518e-06,6.7612e-08
A_0315,2.93548e-06,0.000424817,0.00443367,0.000178837,7.02391e-06,1.15257e-07
A_0316,4.50295e-06,0.000652094,0.005365,0.000244309,1.16931e-05,2.36268e-07
A_0317,4.92519e-06,0.000713095,0.00455277,0.000178827,7.35872e-06,1.27109e-07
A_0318,3.308e-06,0.000479287,0.00356383,0.000112525,3.58918e-06,4.70531e-08
A_0319,2.59779e-06,0.000375966,0.00431915,0.000138167,5.12964e-06,7.82871e-08
A_0320,4.0823e-06,0.000591112,0.00509678,0.000227907,1.04469e-05,2.01695e-07
A_0321,5.00903e-06,0.000724331,0.00348314,0.000107485,3.42471e-06,4.51985e-08
A_0322,3.49997e-06,0.000506842,0.00486042,0.000185018,7.81572e-06,1.37297e-07
A_0323,2.63711e-06,0.000381566,0.00529706,0.000254791,1.20219e-05,2.40837e-07
A_0324,4.24668e-06,0.00061513,0.00416272,0.000145727,5.41634e-06,8.3282e-08
A_0325,3.88472e-06,0.000562574,0.0039545,0.00013367,4.67836e-06,6.78445e-08
A_0326,2.24901e-06,0.000325465,0.00506679,0.000230739,1.02805e-05,1.92489e-07
A_0327,3.04604e-06,0.000440712,0.00557876,0.000256216,1.26608e-05,2.63652e-07
A_0328,4.54745e-06,0.000658737,0.00428995,0.000170315,6.72595e-06,1.11648e-07
A_0329,3.21356e-06,0.000465283,0.00433323,0.000160201,6.2182e-06,1.00841e-07
A_0330,4.78766e-06,0.000693319,0.00524756,0.00024751,1.17098e-05,2.33941e-07
A_0331,4.00255e-06,0.000579308,0.00480502,0.000197909,8.47632e-06,1.52224e-07
A_0332,2.5151e-06,0.000364249,0.0039766,0.000144211,4.94671e-06,6.99676e-08
A_0333,2.08291e-06,0.00030138,0.0047607,0.000198196,8.22408e-06,1.41844e-07
A_0334,3.54001e-06,0.000512377,0.0054937,0.000267358,1.33799e-05,2.85977e-07
A_0335,4.44752e-06,0.000643799,0.00508815,0.000227044,1.02433e-05,1.95764e-07
A_0336,2.83406e-06,0.000410331,0.00412458,0.000135143,4.88976e-06,7.32175e-08
A_0337,2.89662e-06,0.000419243,0.00476681,0.000193333,8.09978e-06,1.41456e-07
A_0338,4.39748e-06,0.000636636,0.00345848,0.000100723,3.24865e-06,4.33831e-08
A_0339,3.70432e-06,0.000536682,0.00417784,0.000154771,5.73231e-06,8.78189e-08
A_0340,2.10531e-06,0.000304605,0.00532755,0.000232958,1.08849e-05,2.14474e-07
A_0341,2.48933e-06,0.000360173,0.00501606,0.000218969,9.83229e-06,1.86007e-07
A_0342,4.10753e-06,0.00059476,0.00385958,0.000135823,4.65403e-06,6.64599e-08
A_0343,4.82737e-06,0.000699152,0.00427999,0.00015351,5.95915e-06,9.6474e-08
A_0344,3.32107e-06,0.000480647,0.00556735,0.000270993,1.32666e-05,2.7487e-07
A_0345,4.68091e-06,0.000677724,0.00528468,0.000235943,1.1163e-05,2.22598e-07
A_0346,3.08738e-06,0.00044701,0.00433914,0.000163074,6.21836e-06,9.87063e-08
A_0347,2.32694e-06,0.000337038,0.00390492,0.000126819,4.29593e-06,5.99161e-08
A_0348,3.82335e-06,0.0005534,0.00471586,0.000215203,9.24002e-06,1.6708e-07
A_0349,4.22647e-06,0.000611859,0.00549423,0.000271337,1.33559e-05,2.7825e-07
A_0350,2.75878e-06,0.000399363,0.00476222,0.000185614,7.62476e-06,1.29852e-07
A_0351,3.45253e-06,0.000500317,0.00399432,0.000141695,5.10581e-06,7.6242e-08
A_0352,5.05196e-06,0.000731309,0.00496323,0.000202262,9.02125e-06,1.68984e-07
A_0353,4.16837e-06,0.000604087,0.00458774,0.000175712,7.24238e-06,1.24586e-07
A_0354,2.57278e-06,0.000372217,0.00568247,0.000282673,1.42586e-05,3.07734e-07
A_0355,3.41652e-06,0.000494523,0.00524481,0.000225741,1.03592e-05,1.97625e-07
A_0356,4.96009e-06,0.000717788,0.00393634,0.000144592,5.19372e-06,7.77324e-08
A_0357,4.48897e-06,0.000649739,0.00416023,0.000179839,6.88251e-06,1.10232e-07
A_0358,2.99589e-06,0.000433528,0.00547109,0.000262029,1.27724e-05,2.63553e-07
A_0359,2.21038e-06,0.000319878,0.00500005,0.000221412,9.79652e-06,1.81914e-07
A_0360,3.82257e-06,0.000553545,0.00384953,0.000121494,4.12486e-06,5.75443e-08
A_0361,2.88803e-06,0.000418191,0.00416894,0.000143406,5.07359e-06,7.3865e-08
A_0362,4.35558e-06,0.000630545,0.00495178,0.000207082,9.18078e-06,1.72094e-07
A_0363,5.15375e-06,0.000746253,0.00538304,0.000275722,1.34593e-05,2.79204e-07
A_0364,3.56229e-06,0.000515558,0.00447761,0.00017188,6.85136e-06,1.14236e-07
A_0365,3.19228e-06,0.000462506,0.00372353,0.000116433,3.8415e-06,5.23208e-08
A_0366,4.79466e-06,0.000694188,0.0046852,0.000193499,8.04142e-06,1.39868e-07
A_0367,3.89938e-06,0.000564351,0.00517235,0.00021837,1.01987e-05,2.00731e-07
A_0368,2.43298e-06,0.000352197,0.00438363,0.000164287,6.31229e-06,1.0026e-07
A_0369,2.98371e-06,0.00043178,0.00519932,0.000244072,1.13473e-05,2.22985e-07
A_0370,4.6046e-06,0.000666889,0.00406506,0.000138455,5.03666e-06,7.59818e-08
A_0371,3.71547e-06,0.000538159,0.00348381,0.0001057,3.34647e-06,4.36814e-08
A_0372,2.23432e-06,0.000323341,0.00483332,0.000178038,7.52782e-06,1.32165e-07
A_0373,2.64005e-06,0.000382041,0.00561632,0.000252538,1.2328e-05,2.54154e-07
A_0374,4.18192e-06,0.000605619,0.00434195,0.000169366,6.62365e-06,1.0852e-07
A_0375,4.99052e-06,0.000722718,0.00372483,0.000122095,4.14882e-06,5.86276e-08
A_0376,3.35577e-06,0.000485613,0.00488755,0.000216013,9.42507e-06,1.72792e-07
A_0377,4.30112e-06,0.000622423,0.00464447,0.000188169,7.94359e-06,1.40373e-07
A_0378,2.84198e-06,0.000411388,0.00383258,0.000133743,4.49674e-06,6.23585e-08
A_0379,2.0389e-06,0.000295083,0.00443035,0.000162602,6.3374e-06,1.02664e-07
A_0380,3.61541e-06,0.00052335,0.00536924,0.000251567,1.19263e-05,2.37587e-07
A_0381,3.98749e-06,0.000577409,0.00503994,0.000221774,9.94279e-06,1.87677e-07
A_0382,2.41613e-06,0.00034964,0.00411296,0.000132382,4.77001e-06,7.06801e-08
A_0383,3.25823e-06,0.000471856,0.0046611,0.000187992,7.61274e-06,1.27669e-07
A_0384,4.74405e-06,0.000686873,0.00544738,0.000260035,1.27953e-05,2.69174e-07
A_0385,4.26063e-06,0.000617003,0.00397562,0.000135364,4.85117e-06,7.21193e-08
A_0386,2.74485e-06,0.000397249,0.00526897,0.000247837,1.14387e-05,2.21881e-07
A_0387,3.43265e-06,0.000496762,0.00556894,0.000258918,1.29905e-05,2.77777e-07
A_0388,5.06796e-06,0.000733708,0.00446052,0.000173801,6.97937e-06,1.16922e-07
A_0389,4.71785e-06,0.000683425,0.00370113,0.000125228,4.21486e-06,5.88702e-08
A_0390,3.08111e-06,0.000445946,0.00489177,0.000199297,8.64342e-06,1.57532e-07
A_0391,2.32404e-06,0.000336196,0.00547882,0.000276085,1.32986e-05,2.70445e-07
A_0392,3.77532e-06,0.000546476,0.00417588,0.000157282,6.04358e-06,9.75712e-08
A_0393,2.50388e-06,0.000362392,0.00452954,0.000188329,7.60989e-06,1.27826e-07
A_0394,4.07428e-06,0.00058971,0.00547721,0.000255193,1.24367e-05,2.55287e-07
A_0395,4.83666e-06,0.000700506,0.00484674,0.000211041,9.25937e-06,1.71493e-07
A_0396,3.37322e-06,0.000488899,0.00405818,0.000135053,4.78316e-06,7.019e-08
A_0397,2.9075e-06,0.000421133,0.00428642,0.000142311,5.33179e-06,8.26522e-08
A_0398,4.38606e-06,0.000635041,0.0050719,0.000231772,1.07017e-05,2.1117e-07
A_0399,3.71935e-06,0.000538684,0.00477315,0.000192967,8.16423e-06,1.4452e-07
A_0400,2.14258e-06,0.000310291,0.00381635,0.000125959,4.17666e-06,5.7073e-08
A_0401,2.19112e-06,0.000317042,0.00526997,0.000226412,1.03553e-05,1.98684e-07
A_0402,3.69808e-06,0.000535549,0.00396168,0.00014369,5.1453e-06,7.65534e-08
A_0403,4.57413e-06,0.000662486,0.0045401,0.000170065,6.89921e-06,1.16961e-07
A_0404,2.9303e-06,0.000423957,0.00561558,0.000274035,1.3697e-05,2.90746e-07
A_0405,3.32393e-06,0.000481198,0.00482139,0.000208079,8.98291e-06,1.62661e-07
A_0406,4.9529e-06,0.000717143,0.00363851,0.000111754,3.67961e-06,5.02222e-08
A_0407,4.12977e-06,0.000597919,0.00423366,0.000167395,6.35788e-06,1.00377e-07
A_0408,2.61887e-06,0.000379033,0.0055632,0.000262163,1.27251e-05,2.58753e-07
A_0409,3.97373e-06,0.000575183,0.00549524,0.000280509,1.37461e-05,2.86527e-07
A_0410,2.36818e-06,0.000342713,0.00454509,0.000173782,6.97098e-06,1.15868e-07
A_0411,3.17002e-06,0.000458951,0.00395867,0.000134284,4.70147e-06,6.7474e-08
A_0412,4.61118e-06,0.000667792,0.0047485,0.000195521,8.56631e-06,1.58328e-07
A_0413,5.08628e-06,0.000736237,0.00507868,0.000208381,9.55568e-06,1.85324e-07
A_0414,3.61132e-06,0.000522963,0.00425277,0.00015556,5.83412e-06,9.04076e-08
A_0415,2.75377e-06,0.000398742,0.00369058,0.000114201,3.72156e-06,5.02249e-08
A_0416,4.33159e-06,0.000627156,0.00463448,0.000189656,7.84745e-06,1.34884e-07
A_0417,4.85252e-06,0.000702902,0.004131,0.000155113,5.78214e-06,8.97323e-08
A_0418,3.20364e-06,0.000463551,0.00525835,0.000231361,1.08095e-05,2.13475e-07
A_0419,2.52166e-06,0.000364952,0.00499166,0.000206387,8.91179e-06,1.58857e-07
A_0420,4.04443e-06,0.000585705,0.00365001,0.000109618,3.61527e-06,4.92294e-08
A_0421,3.58139e-06,0.000518311,0.0044319,0.00016329,6.49306e-06,1.07775e-07
A_0422,2.08261e-06,0.00030133,0.00566992,0.000282433,1.41496e-05,3.00413e-07
A_0423,2.84806e-06,0.000412195,0.00508272,0.000224193,1.0162e-05,1.93859e-07
A_0424,4.47635e-06,0.000648557,0.00391006,0.00014027,4.91889e-06,7.10823e-08
A_0425,3.5086e-06,0.00050812,0.00391097,0.000129072,4.42029e-06,6.23035e-08
A_0426,4.98175e-06,0.000721538,0.00469914,0.000222385,9.60272e-06,1.74916e-07
A_0427,4.22749e-06,0.000612059,0.00537686,0.000246014,1.17972e-05,2.40732e-07
A_0428,2.63603e-06,0.00038161,0.00441012,0.000170045,6.635e-06,1.07706e-07
A_0429,2.27743e-06,0.000329683,0.00422767,0.000155518,5.79387e-06,8.95279e-08
A_0430,3.84399e-06,0.000556526,0.00517046,0.000217158,9.91169e-06,1.90313e-07
A_0431,4.49424e-06,0.000650162,0.0054142,0.000272919,1.35435e-05,2.86286e-07
A_0432,3.05746e-06,0.000442575,0.00469983,0.000186682,7.73409e-06,1.34037e-07
A_0433,4.68278e-06,0.000678092,0.00424896,0.000156435,6.05869e-06,9.84737e-08
A_0434,3.18177e-06,0.000460414,0.00550449,0.000274294,1.34254e-05,2.79079e-07
A_0435,2.39131e-06,0.000346104,0.00506807,0.00020328,9.0765e-06,1.70033e-07
A_0436,4.01006e-06,0.000581023,0.00388939,0.000128209,4.40749e-06,6.23478e-08
A_0437,4.3756e-06,0.000633436,0.0040866,0.000149883,5.53647e-06,8.49847e-08
A_0438,2.70947e-06,0.000392019,0.00514666,0.000221655,1.02931e-05,2.01819e-07
A_0439,3.59461e-06,0.00052034,0.00472659,0.000197913,8.2182e-06,1.42118e-07
A_0440,5.11661e-06,0.00073998,0.00340291,0.000104115,3.30625e-06,4.3453e-08
A_0441,2.99494e-06,0.00043339,0.00408064,0.000154002,5.56096e-06,8.29169e-08
A_0442,4.5971e-06,0.000665552,0.00505749,0.000215722,9.64795e-06,1.79907e-07
A_0443,3.71039e-06,0.000536893,0.00550003,0.000271183,1.34159e-05,2.82246e-07
A_0444,2.22265e-06,0.000321714,0.00473333,0.000184487,7.63267e-06,1.31489e-07
A_0445,2.63499e-06,0.000381342,0.00391375,0.000119288,4.01652e-06,5.56606e-08
A_0446,4.11883e-06,0.000596662,0.00472378,0.000199385,8.50181e-06,1.52697e-07
A_0447,4.9336e-06,0.000714553,0.00520802,0.00023937,1.12631e-05,2.26319e-07
A_0448,3.31796e-06,0.0004803,0.00422652,0.000162987,6.22204e-06,9.86446e-08
A_0449,2.64512e-06,0.00038272,0.00487033,0.000218149,9.60227e-06,1.77339e-07
A_0450,4.26021e-06,0.000617206,0.00374061,0.000119377,4.00678e-06,5.58051e-08
A_0451,5.00512e-06,0.000724226,0.0041693,0.000153685,5.84168e-06,9.25067e-08
A_0452,3.48285e-06,0.000504134,0.00546029,0.000240402,1.1619e-05,2.366e-07
A_0453,3.08509e-06,0.00044646,0.00522574,0.000222188,1.01582e-05,1.95727e-07
A_0454,4.6028e-06,0.000666335,0.00392021,0.000141206,5.08312e-06,7.64232e-08
A_0455,3.92315e-06,0.000568167,0.00467936,0.000185067,7.60547e-06,1.30206e-07
A_0456,2.28975e-06,0.000331246,0.00573213,0.00029606,1.49236e-05,3.19328e-07
A_0457,4.01636e-06,0.00058133,0.00519368,0.000228702,1.05856e-05,2.0682e-07
A_0458,2.53431e-06,0.000366775,0.00438721,0.000169322,6.44846e-06,1.01497e-07
A_0459,3.26045e-06,0.000472028,0.00368642,0.000113584,3.74977e-06,5.13754e-08
A_0460,4.84248e-06,0.000701229,0.00462835,0.000189238,7.87813e-06,1.37757e-07
A_0461,4.52124e-06,0.000654528,0.00555208,0.000266273,1.30537e-05,2.71152e-07
A_0462,2.87346e-06,0.000416043,0.00456738,0.000155532,6.24925e-06,1.03947e-07
A_0463,2.14048e-06,0.00030974,0.00415737,0.000147591,5.28944e-06,7.81983e-08
A_0464,3.63211e-06,0.000525761,0.00496535,0.00021273,9.55484e-06,1.80622e-07
A_0465,3.70021e-06,0.000536287,0.00385324,0.000131859,4.45436e-06,6.1989e-08
A_0466,2.06942e-06,0.000299373,0.00502768,0.000207192,9.06167e-06,1.65497e-07
A_0467,2.83788e-06,0.000410695,0.005454,0.0002561,1.22902e-05,2.48804e-07
A_0468,4.36951e-06,0.000632975,0.00421121,0.000150766,5.79433e-06,9.29111e-08
A_0469,4.76752e-06,0.000690042,0.00389942,0.000128616,4.5584e-06,6.7049e-08
A_0470,3.25785e-06,0.000471509,0.00520311,0.000236438,1.08134e-05,2.07421e-07
A_0471,2.40565e-06,0.000348053,0.00562024,0.00027899,1.4094e-05,3.03895e-07
A_0472,4.00948e-06,0.000580614,0.00453636,0.000193499,7.81193e-06,1.31614e-07
A_0473,2.2699e-06,0.000328512,0.00435357,0.000156436,5.90721e-06,9.2135e-08
A_0474,3.77393e-06,0.000546044,0.00514868,0.000250954,1.16748e-05,2.31035e-07
A_0475,4.63402e-06,0.000671329,0.00466973,0.000181537,7.5766e-06,1.31762e-07
A_0476,3.03558e-06,0.000439646,0.00369769,0.000116882,3.80726e-06,5.07254e-08
A_0477,3.3589e-06,0.000486163,0.00438021,0.000172891,6.89093e-06,1.15053e-07
A_0478,4.96831e-06,0.000719072,0.00536841,0.000235903,1.13947e-05,2.34088e-07
A_0479,4.15689e-06,0.000601655,0.00486494,0.000212962,9.30234e-06,1.71385e-07
A_0480,2.67356e-06,0.000387212,0.00406485,0.000136292,4.82963e-06,7.05147e-08
A_0481,3.33706e-06,0.000482947,0.00563257,0.000260515,1.29099e-05,2.68453e-07
A_0482,4.88037e-06,0.000706818,0.00436718,0.000175368,6.98567e-06,1.16939e-07
A_0483,4.12717e-06,0.000597972,0.00395536,0.000125936,4.4864e-06,6.61814e-08
A_0484,2.51687e-06,0.000364194,0.00509206,0.00022396,1.01634e-05,1.93344e-07
A_0485,2.14987e-06,0.000311073,0.00541457,0.000255411,1.21728e-05,2.45517e-07
A_0486,3.8062e-06,0.000551377,0.00436498,0.000149553,5.6524e-06,8.78857e-08
A_0487,4.47624e-06,0.000647678,0.00357153,0.00011834,3.85201e-06,5.19834e-08
A_0488,2.95577e-06,0.000427851,0.00489642,0.000203221,8.75006e-06,1.57432e-07
A_0489,5.07268e-06,0.000734629,0.00499628,0.000240422,1.09476e-05,2.11192e-07
A_0490,3.46755e-06,0.000502202,0.00406282,0.000143137,5.24227e-06,7.96092e-08
A_0491,2.76042e-06,0.000399498,0.0047801,0.00019394,8.07489e-06,1.39267e-07
A_0492,4.25898e-06,0.000616367,0.00558167,0.000266378,1.34113e-05,2.87889e-07
A_0493,3.85837e-06,0.000558604,0.0048346,0.00019291,8.40513e-06,1.54036e-07
A_0494,2.38489e-06,0.000345142,0.00402146,0.000138933,4.86925e-06,7.05711e-08
A_0495,3.13011e-06,0.000453117,0.00443765,0.000167168,6.5799e-06,1.08065e-07
A_0496,4.74362e-06,0.000686659,0.00539564,0.0002588,1.23497e-05,2.4877e-07
A_0497,4.9994e-06,0.000723734,0.00445288,0.000186021,7.71902e-06,1.36009e-07
A_0498,3.57236e-06,0.00051714,0.00367099,0.0001101,3.5714e-06,4.78673e-08
A_0499,2.7826e-06,0.000402667,0.00427998,0.000165609,6.24446e-06,9.81773e-08
A_0500,4.36159e-06,0.000631538,0.00521655,0.000238421,1.11695e-05,2.20606e-07
A_0501,3.95033e-06,0.000571834,0.00498033,0.000206118,9.0872e-06,1.68083e-07
A_0502,2.37735e-06,0.000344207,0.00401901,0.000143454,5.10031e-06,7.51468e-08
A_0503,3.21611e-06,0.000465702,0.00460163,0.000167506,6.72645e-06,1.12841e-07
A_0504,4.69066e-06,0.000678986,0.00536168,0.000254051,1.23074e-05,2.52872e-07
A_0505,3.3358e-06,0.000482706,0.00538526,0.000236445,1.13027e-05,2.29011e-07
A_0506,4.97689e-06,0.000720697,0.00422873,0.000160168,6.14743e-06,9.81482e-08
A_0507,4.10146e-06,0.000593665,0.00368486,0.000118796,4.0037e-06,5.59737e-08
A_0508,2.58676e-06,0.00037431,0.00496613,0.000215281,9.36518e-06,1.69471e-07
A_0509,2.23793e-06,0.000323789,0.00584892,0.000318665,1.63524e-05,3.55358e-07
A_0510,3.74407e-06,0.000542051,0.00457862,0.000180735,7.35737e-06,1.25417e-07
A_0511,4.56829e-06,0.000661524,0.0039912,0.000140549,5.02146e-06,7.41954e-08
A_0512,2.94185e-06,0.000425809,0.00514389,0.000223641,1.02868e-05,1.9961e-07
A_0513,2.28256e-06,0.000330348,0.004652,0.00017596,7.17851e-06,1.22377e-07
A_0514,3.85324e-06,0.000557695,0.00555656,0.000276051,1.37284e-05,2.8967e-07
A_0515,4.62257e-06,0.000669291,0.00494831,0.000218157,9.81003e-06,1.86426e-07
A_0516,3.12475e-06,0.00045244,0.00411476,0.000151717,5.44153e-06,8.03804e-08
A_0517,3.4787e-06,0.00050354,0.0042982,0.000165143,6.27419e-06,9.93297e-08
A_0518,4.90277e-06,0.000709643,0.00506023,0.000223212,1.03867e-05,2.04521e-07
A_0519,4.26902e-06,0.000617905,0.0047711,0.000196691,8.33153e-06,1.47671e-07
A_0520,2.6804e-06,0.0003884,0.00381951,0.000118052,4.0027e-06,5.58517e-08
A_0521,3.68027e-06,0.000532918,0.00387531,0.000130976,4.54004e-06,6.50259e-08
A_0522,2.14377e-06,0.000310202,0.00521119,0.000199934,8.94137e-06,1.65912e-07
A_0523,2.84736e-06,0.000411921,0.00546008,0.000261572,1.26971e-05,2.60563e-07
A_0524,4.4533e-06,0.00064536,0.0043403,0.000159379,6.20417e-06,1.00513e-07
A_0525,4.91371e-06,0.000710897,0.00349966,0.000105873,3.36615e-06,4.40204e-08
A_0526,3.26483e-06,0.000472426,0.00468559,0.000202335,8.47604e-06,1.48942e-07
A_0527,2.49333e-06,0.000360823,0.00532674,0.000231004,1.08413e-05,2.13455e-07
A_0528,3.99416e-06,0.000578348,0.00402575,0.000143071,5.21285e-06,7.88213e-08
A_0529,4.00568e-06,0.000579901,0.00566761,0.000268698,1.35285e-05,2.87957e-07
A_0530,2.43821e-06,0.000352919,0.00473814,0.000200409,8.37814e-06,1.47675e-07
A_0531,3.23662e-06,0.000468775,0.00416439,0.000148981,5.48495e-06,8.37706e-08
A_0532,4.70127e-06,0.000680338,0.00493901,0.000238837,1.07186e-05,2.04593e-07
A_0533,4.36825e-06,0.000632393,0.00530265,0.000262266,1.25544e-05,2.56024e-07
A_0534,2.88823e-06,0.000418136,0.00455539,0.00016893,6.63817e-06,1.07687e-07
A_0535,2.04758e-06,0.00029638,0.00397259,0.000132666,4.5902e-06,6.53472e-08
A_0536,3.63377e-06,0.000526111,0.00495707,0.000200402,8.76331e-06,1.61049e-07
A_0537,2.63193e-06,0.000380866,0.00512045,0.000225288,1.01842e-05,1.92874e-07
A_0538,4.10156e-06,0.000593803,0.00381715,0.000119208,4.15755e-06,6.007e-08
A_0539,5.015e-06,0.0007261,0.00438739,0.000173019,6.81071e-06,1.11872e-07
A_0540,3.38664e-06,0.000490057,0.0055292,0.000263467,1.30397e-05,2.74976e-07
A_0541,2.97579e-06,0.000430634,0.0047537,0.00019185,8.1485e-06,1.43657e-07
A_0542,4.62839e-06,0.000670596,0.00359886,0.000121567,3.94966e-06,5.34375e-08
A_0543,3.80028e-06,0.000550365,0.00421403,0.000150235,5.69678e-06,8.978e-08
A_0544,2.27873e-06,0.000329732,0.00550144,0.000257913,1.23317e-05,2.4696e-07
A_0545,3.02502e-06,0.000438199,0.00381246,0.000124319,4.11242e-06,5.55984e-08
A_0546,4.47648e-06,0.000648314,0.00461639,0.000178045,7.38107e-06,1.28383e-07
A_0547,3.71015e-06,0.000537113,0.00522107,0.000245025,1.13706e-05,2.20661e-07
A_0548,2.14727e-06,0.000310797,0.00430721,0.000156871,5.92131e-06,9.30807e-08
A_0549,2.53775e-06,0.000367442,0.00401133,0.000131976,4.63751e-06,6.71149e-08
A_0550,4.15198e-06,0.000601042,0.00498223,0.000222887,9.84389e-06,1.83058e-07
A_0551,4.78483e-06,0.000692703,0.00527397,0.000229332,1.10838e-05,2.27455e-07
A_0552,3.33024e-06,0.000482098,0.00449392,0.000170031,6.68871e-06,1.09487e-07
A_0553,4.70076e-06,0.000680585,0.00421479,0.000143784,5.41549e-06,8.48941e-08
A_0554,3.0894e-06,0.000447001,0.00534904,0.000251597,1.20199e-05,2.43178e-07
A_0555,2.38282e-06,0.00034484,0.00504899,0.000211269,9.29139e-06,1.70023e-07
A_0556,3.91056e-06,0.000566023,0.00372333,0.000124337,4.13635e-06,5.68648e-08
A_0557,4.21495e-06,0.000610379,0.00440201,0.000186866,7.50359e-06,1.27114e-07
A_0558,2.73065e-06,0.000395025,0.00569972,0.000273718,1.37139e-05,2.90813e-07
A_0559,3.47631e-06,0.000503237,0.00505483,0.000226931,1.02738e-05,1.95294e-07
A_0560,5.14646e-06,0.000745472,0.00392427,0.000133186,4.768e-06,7.08959e-08
A_0561,3.43143e-06,0.000496979,0.00393037,0.000124418,4.32203e-06,6.19671e-08
A_0562,5.07126e-06,0.000734268,0.00491246,0.000213078,9.37125e-06,1.72958e-07
A_0563,4.15824e-06,0.000601845,0.00536355,0.000254588,1.24637e-05,2.58181e-07
A_0564,2.68507e-06,0.000388449,0.00458793,0.00018515,7.4015e-06,1.23109e-07
A_0565,2.30782e-06,0.000334192,0.00383047,0.00012665,4.21716e-06,5.75679e-08
A_0566,3.79853e-06,0.000549885,0.00467105,0.000182371,7.59474e-06,1.32593e-07
A_0567,4.59367e-06,0.000665059,0.00513035,0.000230683,1.06401e-05,2.07699e-07
A_0568,3.00436e-06,0.000435029,0.0041958,0.000136623,5.13088e-06,8.07501e-08
A_0569,4.76677e-06,0.00069035,0.00441663,0.000177372,7.18053e-06,1.22245e-07
A_0570,3.2511e-06,0.00047047,0.00570483,0.000259931,1.305e-05,2.78098e-07
A_0571,2.45889e-06,0.000355823,0.00520892,0.000237175,1.08466e-05,2.08164e-07
A_0572,4.12934e-06,0.000598505,0.00412003,0.000141463,5.10739e-06,7.64112e-08
A_0573,3.6425e-06,0.000527553,0.00433475,0.000158906,6.09679e-06,9.69222e-08
A_0574,2.0566e-06,0.000297538,0.00542911,0.000275536,1.33835e-05,2.75953e-07
A_0575,2.88326e-06,0.000417347,0.00499598,0.000202745,8.85792e-06,1.61228e-07
A_0576,4.41257e-06,0.000638525,0.00367648,0.000119201,3.95412e-06,5.42533e-08
A_0577,3.88716e-06,0.000562665,0.00522091,0.000246302,1.15794e-05,2.31133e-07
A_0578,2.39885e-06,0.000347119,0.00444813,0.000157245,6.00429e-06,9.52795e-08
A_0579,3.08326e-06,0.000446601,0.00366371,0.000126449,4.19883e-06,5.73586e-08
A_0580,4.71367e-06,0.00068243,0.00467539,0.000194163,8.23336e-06,1.46853e-07
A_0581,5.12871e-06,0.000742599,0.00546631,0.000253699,1.23997e-05,2.55926e-07
A_0582,3.53328e-06,0.000511548,0.00451931,0.000185788,7.51603e-06,1.26876e-07
