,4
A_1412,47.5327
A_1413,43.6185
A_1414,35.0564
A_1415,26.6083
A_1416,29.5343
A_1417,25.7337
A_1418,50.0149
A_1419,75.3184
A_1420,35.3275
A_1421,26.278
A_1422,54.6085
A_1423,46.4978
A_1424,25.2763
A_1425,33.3881
A_1426,39.7565
A_1427,45.9217
A_1428,35.9605
A_1429,41.908
A_1430,58.1091
A_1431,37.0242
A_1432,31.0555
A_1433,43.1375
A_1434,23.5737
A_1435,31.5623
A_1436,61.4144
A_1437,61.6538
A_1438,28.6924
A_1439,27.2326
A_1440,51.1205
A_1441,49.3572
A_1442,37.1998
A_1443,34.2493
A_1444,41.6911
A_1445,34.5666
A_1446,29.9639
A_1447,39.3388
A_1448,50.9554
A_1449,30.4472
A_1450,63.2103
A_1451,42.8131
A_1452,22.1493
A_1453,25.0257
A_1454,44.6896
A_1455,51.5871
A_1456,25.9264
A_1457,44.2653
A_1458,35.3167
A_1459,32.9321
A_1460,38.7795
A_1461,36.075
A_1462,30.6472
A_1463,40.9346
A_1464,55.2574
A_1465,32.1908
A_1466,65.085
A_1467,44.6969
A_1468,23.7365
A_1469,27.5911
A_1470,53.5033
A_1471,66.0361
A_1472,29.2155
A_1473,32.0806
A_1474,38.0488
A_1475,43.9699
A_1476,34.4736
A_1477,36.774
A_1478,46.2288
A_1479,31.6674
A_1480,28.1039
A_1481,47.1352
A_1482,23.9782
A_1483,33.1436
A_1484,71.1269
A_1485,57.3125
A_1486,28.1284
A_1487,26.8378
A_1488,48.6317
A_1489,36.1821
A_1490,31.094
A_1491,33.1635
A_1492,40.9972
A_1493,58.6493
A_1494,42.7467
A_1495,32.0405
A_1496,38.2779
A_1497,21.5984
A_1498,39.6424
A_1499,56.1604
A_1500,29.0124
A_1501,29.8941
A_1502,61.9725
A_1503,51.7621
A_1504,28.275
A_1505,40.1797
A_1506,54.9323
A_1507,45.5815
A_1508,36.6615
A_1509,28.9109
A_1510,33.1184
A_1511,49.5345
A_1512,38.2526
A_1513,68.7536
A_1514,33.1507
A_1515,24.2712
A_1516,46.4859
A_1517,43.5337
A_1518,23.9419
A_1519,24.6605
A_1520,50.2851
A_1521,66.9926
A_1522,32.0414
A_1523,23.3358
A_1524,45.1239
A_1525,46.7849
A_1526,26.1658
A_1527,27.2913
A_1528,54.4863
A_1529,36.9083
A_1530,49.3046
A_1531,41.4438
A_1532,33.9564
A_1533,29.6246
A_1534,34.1774
A_1535,50.9613
A_1536,39.1168
A_1537,22.2628
A_1538,40.6262
A_1539,57.4531
A_1540,29.8058
A_1541,26.8473
A_1542,57.0427
A_1543,48.0144
A_1544,25.7253
A_1545,39.5135
A_1546,33.3704
A_1547,35.8682
A_1548,45.3334
A_1549,56.7835
A_1550,41.6243
A_1551,31.0955
A_1552,36.855
A_1553,47.4404
A_1554,24.6389
A_1555,33.7203
A_1556,70.5725
A_1557,51.4575
A_1558,25.0672
A_1559,24.2774
A_1560,44.3331
A_1561,34.1825
A_1562,40.9921
A_1563,47.6237
A_1564,36.9281
A_1565,35.4342
A_1566,43.8556
A_1567,30.1687
A_1568,27.1175
A_1569,30.8576
A_1570,61.7698
A_1571,42.7113
A_1572,22.7727
A_1573,29.92
A_1574,56.26
A_1575,69.2543
A_1576,31.9908
A_1577,39.0488
A_1578,32.1726
A_1579,30.3114
A_1580,34.8535
A_1581,36.6916
A_1582,31.165
A_1583,41.3159
A_1584,55.3374
A_1585,32.8923
A_1586,66.644
A_1587,45.6861
A_1588,24.2697
A_1589,23.9479
A_1590,42.9147
A_1591,49.2201
A_1592,24.6487
A_1593,49.884
A_1594,37.647
A_1595,34.6479
A_1596,42.1903
A_1597,30.5359
A_1598,27.2353
A_1599,36.0082
A_1600,45.4688
A_1601,39.1146
A_1602,20.9512
A_1603,28.3844
A_1604,55.9602
A_1605,61.9353
A_1606,29.2213
A_1607,27.6868
A_1608,51.4755
A_1609,32.1727
A_1610,37.8887
A_1611,43.3774
A_1612,34.4873
A_1613,44.4141
A_1614,62.1106
A_1615,40.268
A_1616,33.2295
A_1617,23.7199
A_1618,47.3735
A_1619,72.3572
A_1620,33.0286
A_1621,27.9265
A_1622,57.9115
A_1623,48.8778
A_1624,26.6473
A_1625,40.572
A_1626,33.6532
A_1627,36.4133
A_1628,47.5534
A_1629,49.359
A_1630,38.5785
A_1631,29.4919
A_1632,33.7611
A_1633,64.0111
A_1634,32.438
A_1635,24.1431
A_1636,44.5717
A_1637,53.0197
A_1638,27.9344
A_1639,29.5799
A_1640,64.7218
A_1641,33.6747
A_1642,41.332
A_1643,36.6659
A_1644,31.5939
A_1645,29.2546
A_1646,33.8005
A_1647,51.3154
A_1648,38.9663
A_1649,25.4884
A_1650,48.0923
A_1651,57.3795
A_1652,26.5806
A_1653,29.6051
A_1654,57.7513
A_1655,40.568
A_1656,22.0026
A_1657,36.7071
A_1658,30.9209
A_1659,41.5854
A_1660,57.1434
A_1661,45.3652
A_1662,35.7477
A_1663,33.2381
A_1664,39.4316
A_1665,52.3485
A_1666,26.7376
A_1667,25.7244
A_1668,45.3916
A_1669,43.6315
A_1670,22.9377
A_1671,31.2754
A_1672,63.8331
A_1673,38.161
A_1674,48.8446
A_1675,33.1974
A_1676,29.0731
A_1677,33.232
A_1678,40.0179
A_1679,46.9211
A_1680,35.9325
A_1681,30.9702
A_1682,66.8986
A_1683,54.6769
A_1684,29.0909
A_1685,22.0618
A_1686,41.4571
A_1687,59.8722
A_1688,29.9425
A_1689,53.3838
A_1690,40.2595
A_1691,30.3603
A_1692,35.4298
A_1693,33.748
A_1694,29.5739
A_1695,31.2874
A_1696,37.5804
A_1697,46.8418
A_1698,25.3227
A_1699,26.3439
A_1700,55.1977
A_1701,76.4337
A_1702,35.5054
A_1703,25.7886
A_1704,50.4571
A_1705,28.2117
A_1706,31.8921
A_1707,46.8798
A_1708,37.0379
A_1709,38.7546
A_1710,51.4167
A_1711,43.4879
A_1712,35.6091
A_1713,50.3413
A_1714,27.1113
A_1715,28.5178
A_1716,60.2695
A_1717,54.6074
A_1718,27.7512
A_1719,20.4677
A_1720,38.232
A_1721,32.5845
A_1722,39.1973
A_1723,60.2935
A_1724,43.5257
A_1725,33.7703
A_1726,42.1007
A_1727,36.9682
A_1728,31.5867
A_1729,26.0884
A_1730,52.9537
A_1731,45.5167
A_1732,25.1417
A_1733,25.5751
A_1734,48.7622
A_1735,72.222
A_1736,34.8176
A_1737,49.2563
A_1738,37.9628
A_1739,28.5853
A_1740,32.6921
A_1741,45.2824
A_1742,36.3818
A_1743,39.8814
A_1744,54.7124
A_1745,65.7675
A_1746,29.6059
A_1747,27.9335
A_1748,53.5419
A_1749,44.8768
A_1750,24.0948
A_1751,32.5042
A_1752,64.8784
A_1753,39.1379
A_1754,51.9239
A_1755,33.914
A_1756,29.271
A_1757,31.6371
A_1758,36.8166
A_1759,41.6301
A_1760,33.7554
A_1761,26.3698
A_1762,47.5986
A_1763,55.7916
A_1764,27.5563
A_1765,32.4403
A_1766,69.0022
A_1767,45.9958
A_1768,23.5045
A_1769,33.1137
A_1770,29.151
A_1771,37.8989
A_1772,47.7917
A_1773,45.8344
A_1774,35.74
A_1775,33.1675
A_1776,39.5617
A_1777,23.52
A_1778,43.8255
A_1779,63.2458
A_1780,31.7523
A_1781,28.8015
A_1782,63.8282
A_1783,52.2534
A_1784,27.2805
A_1785,38.1039
A_1786,32.5646
A_1787,34.834
A_1788,43.223
A_1789,53.6333
A_1790,40.2776
A_1791,30.2921
A_1792,35.3916
A_1793,68.8157
A_1794,32.6496
A_1795,23.7433
A_1796,46.1096
A_1797,47.684
A_1798,26.5708
A_1799,27.785
A_1800,55.7988
A_1801,33.9743
A_1802,42.8145
A_1803,37.3323
A_1804,31.7063
A_1805,27.8254
A_1806,31.1828
A_1807,45.1612
A_1808,36.2728
A_1809,28.8638
A_1810,56.0176
A_1811,39.4886
A_1812,21.4591
A_1813,28.1372
A_1814,51.6242
A_1815,61.8287
A_1816,29.733
A_1817,40.7907
A_1818,33.0171
A_1819,30.9668
A_1820,36.0102
A_1821,38.0899
A_1822,31.9043
A_1823,42.6084
A_1824,58.4792
A_1825,46.3281
A_1826,24.1227
A_1827,32.9932
A_1828,68.6305
A_1829,50.1174
A_1830,24.4992
A_1831,23.8043
A_1832,43.3858
A_1833,36.5318
A_1834,45.4103
A_1835,54.7384
A_1836,40.0314
A_1837,38.1141
A_1838,49.351
A_1839,32.9329
A_1840,28.7771
A_1841,41.0476
A_1842,21.7219
A_1843,29.5677
A_1844,59.4476
A_1845,66.4474
A_1846,30.5606
A_1847,28.7454
A_1848,54.2813
A_1849,30.7919
A_1850,35.5171
A_1851,39.8663
A_1852,32.7302
A_1853,41.8791
A_1854,56.1429
A_1855,37.4244
A_1856,31.6812
A_1857,36.1693
A_1858,77.8875
A_1859,51.3798
A_1860,26.3025
A_1861,25.7937
A_1862,47.6377
A_1863,56.2939
A_1864,26.9094
A_1865,49.1828
A_1866,37.3746
A_1867,34.4509
A_1868,41.7813
A_1869,30.3266
A_1870,27.121
A_1871,35.7785
A_1872,44.9446
A_1873,60.1904
A_1874,31.0583
A_1875,23.2095
A_1876,42.3912
A_1877,50.1798
A_1878,26.8071
A_1879,28.1671
A_1880,60.222
A_1881,35.39
A_1882,44.8454
A_1883,39.0067
A_1884,32.9297
A_1885,30.5779
A_1886,36.2115
A_1887,56.6128
A_1888,41.214
A_1889,21.7746
A_1890,42.003
A_1891,61.8105
A_1892,29.9174
A_1893,25.4844
A_1894,50.5427
A_1895,43.9464
A_1896,24.6572
A_1897,40.8435
A_1898,33.7542
A_1899,36.5726
A_1900,48.0801
A_1901,49.8433
A_1902,38.7497
A_1903,29.5417
A_1904,33.8984
A_1905,60.0132
A_1906,29.2886
A_1907,27.7925
A_1908,50.5053
A_1909,49.2251
A_1910,24.9714
A_1911,34.5227
A_1912,74.7844
A_1913,38.0233
A_1914,48.4462
A_1915,33.0941
A_1916,29.0392
A_1917,33.1543
A_1918,39.8006
A_1919,46.4935
A_1920,35.8073
A_1921,26.5791
A_1922,50.8808
A_1923,61.7796
A_1924,27.9403
A_1925,30.9459
A_1926,61.5127
A_1927,42.7024
A_1928,22.9019
A_1929,34.2966
A_1930,29.5964
A_1931,39.3529
A_1932,51.9058
A_1933,41.8727
A_1934,34.0378
A_1935,31.9055
A_1936,37.1005
A_1937,42.2516
A_1938,23.5178
A_1939,24.1409
A_1940,48.3547
A_1941,65.5762
A_1942,32.3164
A_1943,23.804
A_1944,44.9351
A_1945,28.3458
A_1946,32.1428
A_1947,47.4974
A_1948,37.3055
A_1949,39.0728
A_1950,52.245
A_1951,43.9684
A_1952,35.8379
A_1953,29.6355
A_1954,62.4967
A_1955,51.9278
A_1956,28.0351
A_1957,21.2849
A_1958,39.5489
A_1959,56.4618
A_1960,28.7628
A_1961,59.113
A_1962,42.7166
A_1963,31.8489
A_1964,38.1332
A_1965,36.0104
A_1966,30.9041
A_1967,32.9729
A_1968,40.9051
A_1969,26.688
A_1970,54.44
A_1971,46.5493
A_1972,25.6372
A_1973,26.1178
A_1974,49.9842
A_1975,74.4144
A_1976,35.598
A_1977,43.7585
A_1978,35.2955
A_1979,26.9359
A_1980,29.942
A_1981,40.8714
A_1982,34.0447
A_1983,36.7907
A_1984,47.5724
A_1985,54.9975
A_1986,28.8644
A_1987,30.7347
A_1988,67.7719
A_1989,60.3989
A_1990,29.7103
A_1991,21.7435
A_1992,41.4354
A_1993,31.8335
A_1994,37.7656
A_1995,57.0874
A_1996,42.2217
A_1997,32.9113
A_1998,40.3111
A_1999,35.7871
A_2000,30.9218
A_2001,25.9714
A_2002,46.7392
A_2003,54.5414
A_2004,27.0716
A_2005,31.8484
A_2006,67.274
A_2007,45.0509
A_2008,23.1008
A_2009,36.3697
A_2010,31.0696
A_2011,40.934
A_2012,54.1118
A_2013,53.0121
A_2014,38.8958
A_2015,35.5674
A_2016,44.0345
A_2017,58.7852
A_2018,27.5965
A_2019,26.3414
A_2020,49.2137
A_2021,41.6115
A_2022,22.805
A_2023,30.5146
A_2024,58.9562
A_2025,40.4864
A_2026,55.1082
A_2027,35.3541
A_2028,30.0616
A_2029,32.4368
A_2030,38.2185
A_2031,43.7356
A_2032,34.7824
A_2033,42.9298
A_2034,58.7231
A_2035,38.557
A_2036,32.2705
A_2037,31.3124
A_2038,36.45
A_2039,41.283
A_2040,33.4058
A_2041,58.8243
A_2042,28.2351
A_2043,26.8969
A_2044,49.4775
A_2045,37.7151
A_2046,20.3669
A_2047,27.5068
A_2048,53.5114
A_2049,32.2563
A_2050,28.3522
A_2051,37.5121
A_2052,48.1943
A_2053,53.2675
A_2054,39.3444
A_2055,35.9968
A_2056,44.4636
A_2057,24.969
A_2058,44.8285
A_2059,51.8646
A_2060,25.8678
A_2061,34.4055
A_2062,70.3318
A_2063,47.9099
A_2064,25.3811
A_2065,29.2087
A_2066,33.8523
A_2067,52.0075
A_2068,39.1174
A_2069,33.7099
A_2070,41.6205
A_2071,36.7796
A_2072,31.5897
A_2073,53.6205
A_2074,27.8621
A_2075,29.5291
A_2076,65.9981
A_2077,65.0657
A_2078,32.4499
A_2079,24.0123
A_2080,44.8899
A_2081,47.8293
A_2082,37.8747
A_2083,29.0941
A_2084,33.0556
A_2085,39.5397
A_2086,33.124
A_2087,35.7018
A_2088,45.8607
A_2089,27.4779
A_2090,55.8974
A_2091,47.6285
A_2092,26.2987
A_2093,23.4139
A_2094,46.0181
A_2095,69.2539
A_2096,32.3814
A_2097,59.5502
A_2098,42.6664
A_2099,31.6432
A_2100,37.9625
A_2101,40.5954
A_2102,33.9356
A_2103,36.6233
A_2104,47.0619
A_2105,27.3337
A_2106,59.5885
A_2107,49.5278
A_2108,26.098
A_2109,22.5162
A_2110,41.6893
A_2111,59.6484
A_2112,30.3388
A_2113,29.6976
A_2114,34.1976
A_2115,50.5716
A_2116,39.0568
A_2117,36.8798
A_2118,48.894
A_2119,41.3102
A_2120,33.9745
A_2121,46.5772
A_2122,26.2792
A_2123,27.4086
A_2124,54.0427
A_2125,66.1413
A_2126,32.0932
A_2127,23.4969
A_2128,44.9241
A_2129,34.8434
A_2130,29.9946
A_2131,39.7544
A_2132,52.4074
A_2133,36.8921
A_2134,30.8834
A_2135,29.24
A_2136,33.2378
A_2137,28.7172
A_2138,53.8779
A_2139,65.6719
A_2140,30.5062
A_2141,29.5285
A_2142,58.9006
A_2143,40.8558
A_2144,21.7562
A_2145,36.5879
A_2146,46.0735
A_2147,31.3822
A_2148,27.8787
A_2149,35.205
A_2150,42.8122
A_2151,50.4227
A_2152,38.2475
A_2153,54.2393
A_2154,25.9441
A_2155,24.9926
A_2156,46.1782
A_2157,49.671
A_2158,25.427
A_2159,34.9956
A_2160,75.0292
A_2161,43.1836
A_2162,35.2244
A_2163,38.3793
A_2164,51.3885
A_2165,46.6693
A_2166,36.6538
A_2167,27.6975
A_2168,31.2566
A_2169,24.7224
A_2170,46.6688
A_2171,68.3455
A_2172,33.5336
A_2173,25.1459
A_2174,50.3981
A_2175,43.7546
A_2176,24.3633
A_2177,35.1312
A_2178,44.5864
A_2179,38.7334
A_2180,32.6909
A_2181,33.8041
A_2182,41.2645
A_2183,63.95
A_2184,45.2503
A_2185,57.2953
A_2186,28.9332
A_2187,21.3474
A_2188,39.928
A_2189,52.5751
A_2190,28.1826
A_2191,29.8355
A_2192,63.6153
A_2193,46.1164
A_2194,35.6971
A_2195,33.0867
A_2196,39.6086
A_2197,33.0047
A_2198,29.0113
A_2199,37.9012
A_2200,48.0924
A_2201,32.3221
A_2202,70.1941
A_2203,46.2261
A_2204,23.2433
A_2205,26.1777
A_2206,47.8416
A_2207,56.3738
A_2208,27.3514
A_2209,31.1013
A_2210,35.8883
A_2211,40.2555
A_2212,33.0703
A_2213,38.2346
A_2214,49.8561
A_2215,32.9749
A_2216,28.7472
A_2217,43.6301
A_2218,23.7087
A_2219,31.8207
A_2220,62.4106
A_2221,62.8279
A_2222,28.9383
A_2223,27.4203
A_2224,51.8128
A_2225,34.165
A_2226,41.7563
A_2227,49.7203
A_2228,37.1585
A_2229,39.3414
A_2230,51.3107
A_2231,34.4597
A_2232,29.8191
A_2233,45.4131
A_2234,23.5426
A_2235,32.2829
A_2236,67.3502
A_2237,54.8066
A_2238,27.5141
A_2239,26.3549
A_2240,47.0405
A_2241,45.6763
A_2242,36.0899
A_2243,33.5588
A_2244,39.783
A_2245,37.162
A_2246,31.3015
A_2247,41.8642
A_2248,57.1708
A_2249,30.0219
A_2250,57.7591
A_2251,40.8801
A_2252,22.4507
A_2253,25.9264
A_2254,48.2921
A_2255,57.3984
A_2256,27.0868
A_2257,37.5823
A_2258,49.1331
A_2259,41.9297
A_2260,34.6734
A_2261,27.4402
A_2262,30.7147
A_2263,45.0233
A_2264,35.9967
A_2265,73.2114
A_2266,34.3276
A_2267,24.9516
A_2268,48.6456
A_2269,45.3103
A_2270,24.5583
A_2271,25.4192
A_2272,52.9933
A_2273,35.5433
A_2274,30.7007
A_2275,32.6752
A_2276,40.089
A_2277,57.2313
A_2278,42.0947
A_2279,31.6045
A_2280,37.5262
A_2281,23.0297
A_2282,43.6707
A_2283,63.7602
A_2284,31.3537
A_2285,32.5695
A_2286,71.957
A_2287,57.7972
A_2288,30.3524
A_2289,53.5339
A_2290,27.6488
A_2291,29.2826
A_2292,66.0393
A_2293,65.0902
A_2294,32.2467
A_2295,23.7947
A_2296,44.7413
A_2297,30.6982
A_2298,36.1404
A_2299,55.2908
A_2300,40.9786
A_2301,35.3652
A_2302,44.3204
A_2303,38.8324
A_2304,32.9762
A_2305,28.1893
A_2306,57.337
A_2307,48.6672
A_2308,26.8908
A_2309,24.0397
A_2310,47.1786
A_2311,71.1149
A_2312,33.2022
A_2313,46.2774
A_2314,36.8192
A_2315,28.1532
A_2316,31.7319
A_2317,38.1082
A_2318,32.1285
A_2319,34.5271
A_2320,44.0326
A_2321,61.1845
A_2322,29.466
A_2323,27.919
A_2324,51.186
A_2325,39.1504
A_2326,21.2777
A_2327,28.6237
A_2328,55.4946
A_2329,42.2747
A_2330,57.8023
A_2331,37.6935
A_2332,31.6641
A_2333,30.7484
A_2334,35.6686
A_2335,40.3193
A_2336,32.7503
A_2337,23.6121
A_2338,43.0208
A_2339,49.6094
A_2340,24.2695
A_2341,32.7065
A_2342,67.9139
A_2343,45.9027
A_2344,23.9134
A_2345,32.5957
A_2346,28.5613
A_2347,37.8215
A_2348,48.8087
A_2349,54.0579
A_2350,39.6998
A_2351,36.2702
A_2352,44.9614
A_2353,28.4245
A_2354,53.2556
A_2355,64.7218
A_2356,30.1437
A_2357,29.2045
A_2358,58.1457
A_2359,40.3865
A_2360,21.5167
A_2361,36.7956
A_2362,31.3339
A_2363,41.3011
A_2364,54.8242
A_2365,39.0962
A_2366,32.3369
A_2367,30.4818
A_2368,34.9898
A_2369,55.0217
A_2370,26.5791
A_2371,25.5307
A_2372,46.8301
A_2373,50.3835
A_2374,26.0096
A_2375,35.6444
A_2376,75.7441
A_2377,35.3307
A_2378,44.0283
A_2379,29.8793
A_2380,26.8513
A_2381,34.0585
A_2382,41.0436
A_2383,47.9995
A_2384,36.8561
A_2385,28.5047
A_2386,61.247
A_2387,50.8385
A_2388,27.0784
A_2389,23.4361
A_2390,42.9019
A_2391,61.067
A_2392,31.3874
A_2393,57.6757
A_2394,41.6871
A_2395,30.889
A_2396,36.7547
A_2397,39.5136
A_2398,33.2319
A_2399,35.7702
A_2400,45.5873
A_2401,44.4576
A_2402,24.8889
A_2403,25.7638
A_2404,51.2745
A_2405,62.8158
A_2406,30.2612
A_2407,22.0052
A_2408,42.5566
A_2409,29.8152
A_2410,34.3407
A_2411,50.621
A_2412,39.1477
A_2413,36.9926
A_2414,48.9685
A_2415,41.4203
A_2416,34.0818
A_2417,34.2514
A_2418,73.5685
A_2419,48.6811
A_2420,24.8322
A_2421,27.6413
A_2422,50.0097
A_2423,59.2161
A_2424,29.0941
A_2425,45.8605
A_2426,35.5363
A_2427,32.9511
A_2428,39.411
A_2429,32.824
A_2430,28.884
A_2431,37.7564
A_2432,47.8749
A_2433,42.3122
A_2434,22.7929
A_2435,30.7401
A_2436,60.7223
A_2437,60.8475
A_2438,27.745
A_2439,26.4289
A_2440,50.3325
A_2441,31.7311
A_2442,36.7934
A_2443,41.4137
A_2444,33.813
A_2445,39.0532
A_2446,51.2095
A_2447,33.987
A_2448,29.4271
A_2449,24.1718
A_2450,45.8662
A_2451,67.3058
A_2452,32.8805
A_2453,24.5462
A_2454,49.4867
A_2455,43.0376
A_2456,23.8544
A_2457,44.9418
A_2458,36.3739
A_2459,39.7695
A_2460,53.7795
A_2461,48.6956
A_2462,37.9122
A_2463,28.752
A_2464,32.8019
A_2465,57.8083
A_2466,29.24
A_2467,21.6026
A_2468,40.3122
A_2469,53.019
A_2470,28.4632
A_2471,30.1739
A_2472,64.2226
A_2473,33.5327
A_2474,41.9981
A_2475,36.757
A_2476,31.349
A_2477,32.3451
A_2478,39.0231
A_2479,60.9064
A_2480,43.489
A_2481,74.4369
A_2482,35.5214
A_2483,26.0361
A_2484,49.9297
A_2485,46.4922
A_2486,25.5611
A_2487,26.5999
A_2488,54.3922
A_2489,36.7205
A_2490,47.496
A_2491,40.7953
A_2492,33.981
A_2493,26.8649
A_2494,29.8474
A_2495,43.6808
A_2496,35.2285
A_2497,21.6588
A_2498,41.363
A_2499,60.37
A_2500,29.6266
A_2501,30.6445
A_2502,67.7681
A_2503,54.9562
A_2504,28.7864
A_2505,35.7046
A_2506,30.8563
A_2507,32.838
A_2508,40.2195
A_2509,57.0436
A_2510,42.162
A_2511,31.7643
A_2512,37.6783
A_2513,43.5916
A_2514,22.538
A_2515,30.9765
A_2516,64.5034
A_2517,52.5711
A_2518,26.3765
A_2519,25.4017
A_2520,45.3983
A_2521,34.7355
A_2522,42.5095
A_2523,50.5747
A_2524,37.8111
A_2525,39.908
A_2526,52.0067
A_2527,35.2256
A_2528,30.3851
A_2529,29.7657
A_2530,56.9161
A_2531,40.4315
A_2532,22.3001
A_2533,25.7302
A_2534,47.6846
A_2535,56.4291
A_2536,26.8394
A_2537,42.0531
A_2538,33.9093
A_2539,31.7414
A_2540,37.0591
A_2541,34.13
A_2542,29.3531
A_2543,39.3925
A_2544,52.6935
A_2545,42.3629
A_2546,33.9221
A_2547,31.7118
A_2548,37.1607
A_2549,39.4194
A_2550,32.7216
A_2551,43.7082
A_2552,60.6502
A_2553,27.8882
A_2554,54.877
A_2555,38.416
A_2556,20.5756
A_2557,27.2361
A_2558,50.5698
A_2559,60.5969
A_2560,28.6694
A_2561,36.5269
A_2562,45.5242
A_2563,55.0705
A_2564,40.063
A_2565,38.1241
A_2566,49.5454
A_2567,32.8828
A_2568,28.7094
A_2569,48.9951
A_2570,25.7007
A_2571,34.9824
A_2572,72.5933
A_2573,53.2295
A_2574,26.2262
A_2575,25.257
A_2576,45.7179
A_2577,36.4435
A_2578,31.3732
A_2579,33.4463
A_2580,41.1602
A_2581,51.4005
A_2582,38.8056
A_2583,28.9822
A_2584,33.4888
A_2585,23.8115
A_2586,44.4956
A_2587,64.4248
A_2588,32.1785
A_2589,29.2414
A_2590,65.2333
A_2591,53.1267
A_2592,27.6303
A_2593,35.411
A_2594,45.3177
A_2595,39.1595
A_2596,32.8893
A_2597,28.8893
A_2598,32.7448
A_2599,47.3505
A_2600,37.6021
A_2601,68.4997
A_2602,32.0894
A_2603,23.2023
A_2604,45.5797
A_2605,47.2329
A_2606,26.0946
A_2607,27.2314
A_2608,55.335
A_2609,36.1404
A_2610,46.0198
A_2611,39.9226
A_2612,33.5651
A_2613,31.2734
A_2614,37.258
A_2615,57.9475
A_2616,42.0282
A_2617,58.3851
A_2618,29.9718
A_2619,22.3045
A_2620,41.0337
A_2621,48.6297
A_2622,25.8196
A_2623,26.9795
A_2624,58.1175
A_2625,40.5574
A_2626,33.5799
A_2627,36.3556
A_2628,47.6645
A_2629,49.4826
A_2630,38.5479
A_2631,29.3891
A_2632,33.6641
A_2633,23.2592
A_2634,44.1447
A_2635,64.5568
A_2636,31.6713
A_2637,27.0925
A_2638,52.9498
A_2639,45.8524
A_2640,26.0248
A_2641,29.5015
A_2642,33.6506
A_2643,37.4636
A_2644,31.2042
A_2645,40.181
A_2646,53.2856
A_2647,35.3234
A_2648,30.2828
A_2649,41.3671
A_2650,21.9778
A_2651,29.8536
A_2652,59.7957
A_2653,66.8267
A_2654,30.8736
A_2655,29.0085
A_2656,54.6004
A_2657,51.3095
A_2658,38.672
A_2659,35.5365
A_2660,43.3931
A_2661,31.7889
A_2662,28.1363
A_2663,36.9605
A_2664,46.7785
A_2665,35.4133
A_2666,76.3844
A_2667,50.3697
A_2668,25.7002
A_2669,25.2409
A_2670,46.7585
A_2671,55.1075
A_2672,26.2478
A_2673,27.5499
A_2674,30.9998
A_2675,46.1024
A_2676,36.3933
A_2677,38.074
A_2678,50.639
A_2679,42.736
A_2680,34.9985
A_2681,43.3731
A_2682,24.247
A_2683,25.0018
A_2684,49.8176
A_2685,67.3779
A_2686,33.2916
A_2687,24.5936
A_2688,46.205
A_2689,62.9324
A_2690,44.8627
A_2691,33.5859
A_2692,40.8281
A_2693,38.3789
A_2694,32.4994
A_2695,34.8794
A_2696,44.0306
A_2697,29.6253
A_2698,62.6882
A_2699,52.0211
A_2700,28.0216
A_2701,21.2526
A_2702,39.5795
A_2703,56.5932
A_2704,28.7506
A_2705,38.503
A_2706,49.2625
A_2707,33.6606
A_2708,29.4178
A_2709,33.578
A_2710,40.4714
A_2711,47.436
A_2712,36.3269
A_2713,57.8271
A_2714,27.8323
A_2715,26.5668
A_2716,48.7978
A_2717,47.2796
A_2718,23.6286
A_2719,32.9323
A_2720,72.2964
A_2721,33.6908
A_2722,29.1756
A_2723,38.8858
A_2724,51.2118
A_2725,41.2224
A_2726,33.5944
A_2727,31.5235
A_2728,36.5728
A_2729,27.8503
A_2730,52.9398
A_2731,64.6439
A_2732,29.4809
A_2733,32.3523
A_2734,63.9433
A_2735,44.4867
A_2736,24.0613
A_2737,34.3686
A_2738,29.749
A_2739,39.2783
A_2740,51.25
A_2741,49.6419
A_2742,37.0835
A_2743,34.0972
A_2744,41.675
A_2745,26.2814
A_2746,46.9861
A_2747,54.7616
A_2748,27.4296
A_2749,32.2006
A_2750,67.3451
A_2751,45.3473
A_2752,23.4577
A_2753,41.8021
A_2754,57.1253
A_2755,37.0699
A_2756,31.2297
A_2757,33.4966
A_2758,39.7082
A_2759,45.599
A_2760,36.0214
A_2761,57.3574
A_2762,26.9951
A_2763,25.8476
A_2764,48.2361
A_2765,40.8121
A_2766,22.372
A_2767,29.9443
A_2768,57.7249
A_2769,43.4122
A_2770,35.1366
A_2771,26.8555
A_2772,29.7989
A_2773,40.5969
A_2774,33.9076
A_2775,36.6038
A_2776,47.1188
A_2777,24.7419
A_2778,50.9979
A_2779,43.9659
A_2780,24.0019
A_2781,24.3406
A_2782,47.032
A_2783,70.082
A_2784,33.3747
A_2785,30.8807
A_2786,36.2764
A_2787,54.8303
A_2788,40.9899
A_2789,31.8639
A_2790,38.5798
A_2791,34.4811
A_2792,30.048
A_2793,55.8552
A_2794,29.6219
A_2795,31.6335
A_2796,68.7383
A_2797,61.3157
A_2798,30.5325
A_2799,22.4899
A_2800,42.3306
A_2801,33.7674
A_2802,40.4712
A_2803,47.0592
A_2804,36.463
A_2805,34.995
A_2806,43.3086
A_2807,29.5678
A_2808,26.6717
A_2809,49.5753
A_2810,25.8187
A_2811,35.2516
A_2812,73.925
A_2813,53.9799
A_2814,26.3617
A_2815,25.3611
A_2816,46.1816
A_2817,39.8378
A_2818,32.6008
A_2819,30.657
A_2820,35.412
A_2821,37.3471
A_2822,31.5477
A_2823,41.8937
